id,pais,categoria,descripcion,fuente,lat,lon,mgrs,place,admin1,admin2,accuracy,geocode_source,created_at,updated_at
25,gaza,Sin clasificar,Las fuerzas de ocupación están llevando a cabo una campaña de arrestos en la Ribera Occidental.,@GazaNewsNow,-22.458273,-60.432260,20KQA6424714184,Ribera Occidental,Boquerón,,village,cache,2025-11-15T09:41:50,2025-11-15T09:41:50
26,gaza,Sin clasificar,"Gracias a Dios, gracias a ti, gracias a ti, gracias a ti, gracias a ti, gracias a ti.",@Warlife3,14.588912,-88.580547,16PCB2974013450,Gracias,Lempira,Gracias,administrative,cache,2025-11-15T09:41:51,2025-11-15T09:41:51
27,gaza,Disturbios Civiles,Nuestra defensa aérea derribó 64 marchas ucranianas sobre varias provincias anoche.,@hamza20300,34.053691,-118.242766,11SLT8530268805,Nuestra,California,Los Angeles County,administrative,cache,2025-11-15T09:41:51,2025-11-15T09:41:51
28,gaza,Sin clasificar,"Lo único que puedo hacer ahora es usar mis canales para revelar a todos los que los explotan, a los comerciantes y a todos los demás, y a todos los que comen sus derechos a disfrutar de la guerra y el sufrimiento. Pero, por favor... y lo juro por Dios... no me abrumen con mis peticiones sobre mi poder.",@hamza20300,-6.869970,-75.045851,18MVT9493440625,Pero,,,administrative,nominatim,2025-11-15T09:41:51,2025-11-15T09:41:51
29,gaza,Sin clasificar,"Rápido, la artillería de la ocupación está apuntando a las afueras del barrio de Al-Gayria, al este de Gaza.",@hamza20300,-23.328398,32.806606,36KVV8022820112,Gaza,Gaza,,administrative,cache,2025-11-15T09:41:51,2025-11-15T09:41:51
30,gaza,Sin clasificar,Defensa Civil de Gaza: miles de tiendas de campaña sufrieron daños a causa de las lluvias en medio de la falta de vida después de la aniquilación.,@hamza20300,,,,medio de la falta de vida después de la aniquilación,,,,mensajes,2025-11-15T09:41:51,2025-11-15T09:41:51
31,gaza,Sin clasificar,"Dios, tómanos, tómanos, Dios, escucha la voz del niño de su gran sufrimiento.",@hamza20300,16.097683,-16.465374,28QCC4327980296,Dios,Trarza الترارزة,,village,cache,2025-11-15T09:41:51,2025-11-15T09:41:51
32,gaza,Sin clasificar,"Los mecanismos del ejército de ocupación siguen abriendo fuego con ametralladoras pesadas en las zonas orientales de la ciudad de Khanyonis, al sur de la Franja de Gaza.",@muthanapress84,,,,zonas orientales de la ciudad de Khanyonis,,,,mensajes,2025-11-15T09:41:51,2025-11-15T09:41:51
33,gaza,Sin clasificar,"Cuando las madres tratan de salvar a sus hijos del agua, los ancianos que se han quedado sin hogar y los pacientes que ni siquiera han encontrado un espacio seco para dormir...",@muthanapress84,-16.162631,21.934780,34KEH9993612848,Cuando,,,river,cache,2025-11-15T09:41:51,2025-11-15T09:41:51
34,gaza,Sin clasificar,"Defensa civil de Gaza: miles de tiendas de campaña sufrieron daños y se mojaron la ropa y las sábanas de los desplazados por las lluvias, en medio de la falta de vida después del exterminio.",@muthanapress84,,,,medio de la falta de vida después del exterminio,,,,mensajes,2025-11-15T09:41:51,2025-11-15T09:41:51
35,gaza,Sin clasificar,"El comité de Qatar está empezando a distribuir 4.000 tiendas de campaña a las familias afectadas en la Franja de Gaza esta mañana, y la distribución se lleva a cabo una vez que el resto de las cantidades entran por los cruces.",@muthanapress84,,,,Franja de Gaza esta mañana,,,,mensajes,2025-11-15T09:41:51,2025-11-15T09:41:51
36,gaza,Sin clasificar,Buenos días y bendiciones para Gaza y su gente.,@yaseenpress2004,-34.616123,-58.435621,21HUB6838368589,Buenos,Ciudad Autónoma de Buenos Aires,,administrative,cache,2025-11-15T09:41:52,2025-11-15T09:41:52
37,gaza,Sin clasificar,La oración de la mañana de hoy en la capilla tribal de la mezquita bendita de Al-Aqsa...,@yaseenpress2004,,,,capilla tribal de la mezquita bendita de Al-Aqsa,,,,mensajes,2025-11-15T09:41:52,2025-11-15T09:41:52
38,gaza,Sin clasificar,"** Las fuerzas de ocupación detuvieron a varios jóvenes, entre ellos prisioneros de libertad, que fueron secuestrados durante la incursión en el barrio de Kafr Saba, en la ciudad de Qalqilya, a saber: Mahmoud Liba (Abu Issa), Samah Abu Ali, Naman Abu Libda, Mohammed Abu Halima y Hassan Shabita**",@yaseenpress2004,,,,barrio de Kafr Saba,,,,mensajes,2025-11-15T09:41:52,2025-11-15T09:41:52
39,gaza,Sin clasificar,"Al amanecer del día de hoy, las fuerzas de ocupación detienen a los jóvenes Bassam Jayyet, Qassam Muhammad Ziddah y Ahmad Amer Nassar, de la aldea de Madma, y a los jóvenes Qays, de la aldea tribal de Zayra, al sur de Naplusa.",@yaseenpress2004,32.220532,35.256937,36SYA1269167114,Naplusa,الضفة الغربية,منطقة أ,town,cache,2025-11-15T09:41:52,2025-11-15T09:41:52
40,gaza,Sin clasificar,"Dejar que las familias se hundan en el agua de lluvia a pesar del conocimiento de las instituciones, de las iniciativas y de las personas capaces de llegar a un nivel bajo, y luego aplazar la ayuda a la espera de que aparezca o de que aparezca el cinismo, un crimen imperdonable contra la humanidad y la complicidad directa con el desastre.",@yaseenpress2004,,,,agua de lluvia a pesar del conocimiento de las instituciones,,,,mensajes,2025-11-15T09:41:52,2025-11-15T09:41:52
41,gaza,Sin clasificar,"Un soldado israelí publica un video de un avión acorazado y lo dirige hacia la casa de una familia palestina, se ríe mientras asusta a los civiles como si fuera un juego, y nadie sabe el destino de esa familia.",@yaseenpress2004,,,,,,,,mensajes,2025-11-15T09:41:52,2025-11-15T09:41:52
42,gaza,Sin clasificar,"Hace frío, llueve en tiendas de campaña y niños sin hogar esta mañana desde Mawasi Khannis.",@yaseenpress2004,,,,tiendas de campaña y niños sin hogar esta mañana desde Mawasi Khannis,,,,mensajes,2025-11-15T09:41:52,2025-11-15T09:41:52
43,gaza,Sin clasificar,Las palabras de un palestino herido sobre la tragedia de las personas desplazadas en tiendas de campaña después de haber sido inundadas en los campamentos de desplazados de Gaza.,@yaseenpress2004,,,,tiendas de campaña después de haber sido inundadas,,,,mensajes,2025-11-15T09:41:52,2025-11-15T09:41:52
44,gaza,Sin clasificar,"Fuentes locales: La artillería de ocupación está dirigida contra las afueras del barrio de Al-Qayya, al este de la ciudad de Gaza.",@yaseenpress2004,-23.328398,32.806606,36KVV8022820112,Gaza,Gaza,,administrative,cache,2025-11-15T09:41:52,2025-11-15T09:41:52
45,gaza,Terrorismo,Situaciones catastróficas... niños tratando de transportar las propiedades disponibles desde una tienda de campaña inundada en Gaza.,@yaseenpress2004,-23.328398,32.806606,36KVV8022820112,Gaza,Gaza,,administrative,cache,2025-11-15T09:41:52,2025-11-15T09:41:52
46,gaza,Sin clasificar,"• Un avión de ocupación que dispara en las zonas orientales del campamento de Jabaliya, al norte de la Franja de Gaza.",@yaseenpress2004,,,,zonas orientales del campamento de Jabaliya,,,,mensajes,2025-11-15T09:41:52,2025-11-15T09:41:52
47,gaza,Sin clasificar,Tres altos funcionarios de la Compañía Española Sidinor en el País Especializado en Industrias Minerales comparecieron ante un tribunal de Madrid en relación con acusaciones de suministro de cantidades de acero a empresas militares de la Potencia ocupante para la fabricación de armas utilizadas en la guerra genocida de Gaza.,@yaseenpress2004,,,,País Especializado en Industrias Minerales comparecieron ante un tribunal de Madrid en relación con acusaciones de suministro de cantidades de acero a empresas militares de la Potencia ocupante para la fabricación de armas utilizadas,,,,mensajes,2025-11-15T09:41:52,2025-11-15T09:41:52
48,gaza,Sin clasificar,"Bajo la constante baja, los desplazados tratan de estabilizar sus tiendas de campaña después de que el agua de lluvia se vuele y se hunde en los búnkeres de Khanyonis.",@yaseenpress2004,,,,búnkeres de Khanyonis,,,,mensajes,2025-11-15T09:41:52,2025-11-15T09:41:52
49,gaza,Sin clasificar,France Press: El lunes el Consejo de Seguridad votará sobre el proyecto de resolución de los Estados Unidos sobre el plan Trump en Gaza.,@yaseenpress2004,-23.328398,32.806606,36KVV8022820112,Gaza,Gaza,,administrative,cache,2025-11-15T09:41:52,2025-11-15T09:41:52
50,gaza,Sin clasificar,"Fuentes locales: Las fuerzas de ocupación irrumpieron en Kirbat Al-Maleh, en las marismas septentrionales, y detuvieron a varios residentes.",@yaseenpress2004,,,,Kirbat Al-Maleh,,,,mensajes,2025-11-15T09:41:52,2025-11-15T09:41:52
51,gaza,Sin clasificar,"- La defensa civil no puede hacer frente a los casos de ahogamiento por la falta de equipo después de la destrucción de la ocupación, los servicios municipales son rudimentarios y no satisfacen las necesidades de la población.",@yaseenpress2004,,,,,,,,mensajes,2025-11-15T09:41:52,2025-11-15T09:41:52
52,gaza,Sin clasificar,• Hebreo Life - Canal de Cannes: los llamamientos internacionales para que se acelere la adopción de la decisión de establecer una fuerza internacional de estabilización en la Franja de Gaza son cada vez mayores.,@EabriLive,,,,Franja de Gaza son cada vez mayores,,,,mensajes,2025-11-15T09:44:57,2025-11-15T09:44:57
53,gaza,Sin clasificar,"□ Hebreo Life, canal hebreo de Cannes: Un funcionario israelí nos dijo que ""Israel no participó en el incidente del barrio de Al-Maza ' a de Damasco""",@EabriLive,,,,incidente del barrio de Al-Maza ' a de Damasco,,,,mensajes,2025-11-15T09:45:57,2025-11-15T09:45:57
54,gaza,Sin clasificar,"Tras una investigación minuciosa y un seguimiento riguroso de los servicios de inteligencia, y tras recibir información sobre la posesión ilegal de pasaportes estadounidenses por parte de algunas personas sin ningún tipo de vínculo con ellas.",@hamza20300,-7.656535,110.704767,49MDM6743853661,Tras,Jawa Tengah,Klaten,administrative,cache,2025-11-15T09:45:57,2025-11-15T09:45:57
55,gaza,Sin clasificar,"• En hebreo Life - Reconocimiento de conocimientos: el 67% de los israelíes apoyan la creación de una comisión de investigación oficial de los acontecimientos del 7 de octubre, nombrada por el Presidente del Tribunal Supremo",@EabriLive,,,,hebreo Life - Reconocimiento de conocimientos: el 67% de los israelíes apoyan la creación de una comisión de investigación oficial de los acontecimientos del 7 de octubre,,,,mensajes,2025-11-15T09:46:57,2025-11-15T09:46:57
56,gaza,Sin clasificar,"Invitamos a la gente de buena voluntad a que se hunda en la lluvia y se ahogue en la lluvia, sabiendo que durante todo el tiempo que hemos estado pidiendo a Shaw que nos apoyemos en Gaza, incluso si la guerra es menor, diciendo que ha llegado a la conclusión de que la gente de las tiendas de campaña de Naima y de las calles necesita más refugio y calor de Gaza con lluvias de invierno y que los...",@Warlife3,,,,lluvia y se ahogue,,,,mensajes,2025-11-15T09:46:57,2025-11-15T09:46:57
57,gaza,Sin clasificar,"∙ Lev-Maarif, de AFP: El Consejo de Seguridad votará la semana que viene sobre el plan de Trump para Gaza",@EabriLive,,,,Lev-Maarif,,,,mensajes,2025-11-15T09:48:57,2025-11-15T09:48:57
58,gaza,Sin clasificar,"El presidente sirio y el Golán están hablando de “nueva Siria”, mientras que su Ministerio de Cultura invita al público a celebrar una ceremonia nacional en la que se glorifica la masacre del 7 de octubre: la mayor masacre de judíos desde el Holocausto (y la celebración del nombre de “el Diluvio Supremo”).",@EabriLive,,,,Holocausto (y la celebración del nombre de “el Diluvio Supremo,,,,mensajes,2025-11-15T09:48:57,2025-11-15T09:48:57
59,gaza,Sin clasificar,"En el momento en que los colonos atacaron el vehículo palestino Ahmad Mohammed Guangma, en el norte de Jericó, lo golpearon y dañaron su vehículo.",@yaseenpress2004,38.173779,20.492263,34SDH5552725218,momento en,"Αποκεντρωμένη Διοίκηση Πελοποννήσου, Δυτικής Ελλάδας και Ιονίου",Περιφερειακή Ενότητα Κεφαλληνίας,outdoor_seating,cache,2025-11-15T09:51:09,2025-11-15T09:51:09
60,gaza,Sin clasificar,:: Oficina de Asuntos Humanitarios de las Naciones Unidas: los artefactos explosivos sin detonar plantean una grave amenaza en toda la Franja de Gaza,@AjaNews,,,,toda la Franja de Gaza,,,,mensajes,2025-11-15T09:52:57,2025-11-15T09:52:57
61,gaza,Sin clasificar,¿Dónde están los desplazados después de que sus tiendas se hundan a causa de las fuertes lluvias en la Faja de Gaza?,@yaseenpress2004,,,,Faja de Gaza?,,,,mensajes,2025-11-15T09:52:58,2025-11-15T09:52:58
62,gaza,Sin clasificar,"El Consejo de Seguridad votó sobre un proyecto de resolución estadounidense sobre Gaza (https://www.alquds.com/ar/posts/208393) y publicó sus artículos en el Foro Al-Quds del sábado 15 de noviembre de 2025 a las 9.45 horas, hora de Al-Quds del Consejo de Seguridad, en el que ambos votaron sobre un proyecto de resolución estadounidense sobre Gaza.",WEB www.alquds.com,,,,Foro Al-Quds del sábado 15 de noviembre de 2025 a las 9,,,,mensajes,2025-11-15T09:53:12,2025-11-15T09:53:12
63,gaza,Sin clasificar,:: Oficina de Asuntos Humanitarios de las Naciones Unidas: unas 16.500 personas que necesitan atención médica fuera de la Franja de Gaza,@AjaNews,12.619383,-7.978743,29PPP1091895261,Asuntos Humanitarios,,Bamako,igo,cache,2025-11-15T09:54:01,2025-11-15T09:54:01
64,gaza,Sin clasificar,"El invierno es un ""desastre de heladas"" y exige la introducción de materiales de construcción de alojamiento de emergencia.",@yaseenpress2004,36.177046,36.927803,37SCA1364305575,عاجل,محافظة حلب,,village,cache,2025-11-15T09:55:04,2025-11-15T09:55:04
65,gaza,Disturbios Civiles,"Prosiguen las marchas y actividades en la capital de Corea del Sur, Seúl, en solidaridad con Palestina y para abrir los cruces fronterizos e introducir asistencia a Gaza.",@yaseenpress2004,37.675462,126.910102,52SCG1569671862,capital de Corea del Sur,,고양시,motorway,nominatim,2025-11-15T10:00:57,2025-11-15T10:00:57
66,gaza,Sin clasificar,"En primer lugar, el hermano no ha vuelto a un caso ni a una denuncia por explotación de la población de Gaza, ni a mí —ni antes de la guerra ni en el transcurso de la misma— ha recibido ninguna acusación de que fuera un comerciante que explotara a la gente. También es importante subrayar que el hermano no es un comerciante fundamental, para que no se comparta ninguna información inexacta.",@hamza20300,,,,primer lugar,,,,mensajes,2025-11-15T10:04:58,2025-11-15T10:04:58
67,gaza,Sin clasificar,Fuente del Ejército del Sudán: Hemos recuperado el control de la localidad de Um Hajj Ahmad en Kordofán del Norte.,@AjaNews,14.416930,29.468369,35PQR6614695265,Kordofán del Norte,ولاية شمال كردفان,,administrative,cache,2025-11-15T10:12:58,2025-11-15T10:12:58
68,gaza,Sin clasificar,"La Alta Comisionada de las Naciones Unidas para los Derechos Humanos en los Territorios Palestinos Ocupados, Francesca Albanez: hoy 768 del genocidio en Palestina. Los supervivientes del genocidio viven en tiendas de campaña inundadas de agua de lluvia.",@yaseenpress2004,,,,Territorios Palestinos Ocupados,,,,mensajes,2025-11-15T10:13:01,2025-11-15T10:13:01
69,gaza,Disturbios Civiles,Fuentes militares sudanesas de la isla: marcha de apoyo rápido dirigida contra una refinería de petróleo en las montañas al sur del estado del Nilo Blanco,@AjaNews,,,,montañas al sur del estado del Nilo Blanco,,,,mensajes,2025-11-15T10:15:57,2025-11-15T10:15:57
70,gaza,Sin clasificar,* * {Acelera] Canal Cannes: Aumento de los llamamientos internacionales para que se acelere la adopción de la decisión de crear una fuerza internacional de estabilización en la Franja de Gaza.,@GazaNewsNow,31.443223,34.360007,36RXV2923579524,Franja de Gaza,قطاع غزة,,administrative,cache,2025-11-15T10:15:58,2025-11-15T10:15:58
71,gaza,Sin clasificar,:: Seguimiento de la Oficina de Asuntos Humanitarios de las Naciones Unidas: los artefactos explosivos sin detonar plantean una grave amenaza en toda la Franja de Gaza,@GazaNewsNow,,,,toda la Franja de Gaza,,,,mensajes,2025-11-15T10:16:57,2025-11-15T10:16:57
72,gaza,Sin clasificar,El ejército de ocupación cierra la Mezquita Sagrada de Ibrahimi a los palestinos de Hebrón y lo abre a los colonos para que realicen los rituales de Talmudiya y Tendes.,@yaseenpress2004,43.364869,-8.418867,29TNJ4708601498,Mezquita Sagrada,Galicia,A Coruña,cafe,nominatim,2025-11-15T10:16:57,2025-11-15T10:16:57
73,gaza,Sin clasificar,"Emergencia del OOPS: Las lluvias hacen más difícil la situación en la Franja de Gaza y las familias recurren a cualquier lugar disponible, incluidas tiendas de campaña temporales",@AjaNews,,,,Franja de Gaza y las familias recurren a cualquier lugar disponible,,,,mensajes,2025-11-15T10:18:56,2025-11-15T10:18:56
74,gaza,Sin clasificar,"- Segundo día consecutivo de lluvias en la Franja de Gaza, en medio de la falta de vivienda de miles de personas desplazadas que vivían en tiendas de campaña y que se habían hundido con agua de lluvia",@GazaNewsNow,31.443223,34.360007,36RXV2923579524,Franja de Gaza,قطاع غزة,,administrative,cache,2025-11-15T10:18:57,2025-11-15T10:18:57
75,gaza,Sin clasificar,Fuentes israelíes: El ejército está elaborando un plan de emergencia en Gaza en caso de que se rompa la cesación del fuego,@GazaNewsNow,,,,Gaza en caso de,,,,mensajes,2025-11-15T10:20:57,2025-11-15T10:20:57
76,gaza,Sin clasificar,El OOPS necesita urgentemente suministros de vivienda en Gaza que tenemos a nuestra disposición y pedimos que se nos permita proporcionar a la población,@AjaNews,-23.328398,32.806606,36KVV8022820112,Gaza,Gaza,,administrative,cache,2025-11-15T10:21:56,2025-11-15T10:21:56
77,gaza,Sin clasificar,"Les recordamos que hoy, a las 9 de la mañana, en la sede del Instituto de la Esperanza de los Huérfanos, en la calle Unity, cerca de la clínica de arena, se distribuye un cupón de invierno a miles de familias de huérfanos.",@GazaNewsNow,,,,sede del Instituto de la Esperanza de los Huérfanos,,,,mensajes,2025-11-15T10:23:57,2025-11-15T10:23:57
78,gaza,Sin clasificar,• Asesor de información del OOPS en la isla: estamos en contacto con los interesados para presionar a Israel para que permita la prestación de asistencia en Gaza,@AjaNews,,,,isla: estamos en contacto con los interesados para presionar a Israel para,,,,mensajes,2025-11-15T10:24:57,2025-11-15T10:24:57
79,gaza,Conflicto Armado,Fuente del ejército sudanés de la isla: Enfrentamos violentos enfrentamientos contra las milicias de apoyo rápido en varias ciudades de Kordofán,@AjaNews,,,,varias ciudades de Kordofán,,,,mensajes,2025-11-15T10:25:56,2025-11-15T10:25:56
80,gaza,Sin clasificar,"En el nombre de Dios, misericordioso y misericordioso, el próximo martes iniciaremos la campaña ""Objeciones a la Tierra"", cuyo objetivo será comprar suministros de invierno, las prohibiciones y las señales del grupo al que van dirigidas será la prioridad de nuestros hermanos y hermanas en las tiendas de campaña para aquellos que me gusten contribuir con un dólar de comunicación a través del con...",@GazaNewsNow,9.582109,-79.468888,17PPL6803159583,nombre de Dios,Colón,Santa Isabel,village,cache,2025-11-15T10:26:57,2025-11-15T10:26:57
81,gaza,Sin clasificar,□ La ocupación cierra la mezquita de Ibrahimi en Hebrón a los ciudadanos para que los colonos puedan orar en oración,@GazaNewsNow,,,,Hebrón a los ciudadanos para,,,,mensajes,2025-11-15T10:26:57,2025-11-15T10:26:57
82,gaza,Sin clasificar,"Radio #Ocupación Oficial' reveló la presentación en el Knesset de un proyecto de ley destinado a apoderarse totalmente de la mezquita de Ibrahimi y despojarla de los palestinos, en conjunción con la decisión de miles de colonos de irrumpir en ella el sábado, en lo que se llama ""Sabs Sarah"".",@hamza20300,,,,Knesset de un proyecto de ley destinado a apoderarse totalmente de la mezquita de Ibrahimi y despojarla de los palestinos,,,,mensajes,2025-11-15T10:26:57,2025-11-15T10:26:57
83,gaza,Sin clasificar,• Un gran número de tiendas de campaña de desplazados se hundieron en la zona de Mawasi Khan Younis.,@GazaNewsNow,,,,zona de Mawasi Khan Younis,,,,mensajes,2025-11-15T10:28:57,2025-11-15T10:28:57
