id,pais,categoria,descripcion,fuente,lat,lon,mgrs,place,admin1,admin2,accuracy,geocode_source,created_at,updated_at
42,campello,Sin clasificar,"Noticias de Alicante El Belén vuelve a llenar el ""hall"" del Ayuntamiento de Alicante.",@AlicanteDirectoNews,38.484818,-0.781682,30SXH9348461940,Alicante El Belén,Comunitat Valenciana,,bakery,nominatim,2025-11-14T17:50:44,2025-11-14T17:50:44
43,campello,Sin clasificar,"Noticias de Alicante El ejecutivo local del PP y los concejales de Vox en Alicante vuelven a mostrar su acercamiento político en un acto público que pone de relieve la creciente colaboración entre ambas formaciones, que por momento parecen miembros de un mismo equipo de gobierno. via Información - Alicante https://ift.tt/2uOZ6Po #AlicanteDirecto #Noticias #Alicante #Alacant #Fiestas #Eventos",@AlicanteDirectoNews,,,,Alicante vuelven a mostrar su acercamiento político en un acto público,,,,mensajes,2025-11-14T17:50:44,2025-11-14T17:50:44
44,campello,Sin clasificar,"Noticias de Alicante El último informe de seguridad de la Escuela de Arte y Superior de Diseño de Alicante (Easda) ya advirtió del ""riesgo estructural en soportales y zonas de paso"", además de ""deficiencias graves"" en el mantenimiento de las instalaciones, según el sindicato STEPV, que ha visitado las instalaciones donde la comunidad educativa está en pie de guerra por el estado en el que se en...",@AlicanteDirectoNews,,,,soportales y zonas de paso,,,,mensajes,2025-11-14T17:50:44,2025-11-14T17:50:44
45,campello,Sin clasificar,Noticias de Alicante El culebrón de la biblioteca Azorín parece tener los días contados.,@AlicanteDirectoNews,38.343637,-0.488171,30SYH1951546929,Alicante El,Comunitat Valenciana,Alacant / Alicante,administrative,cache,2025-11-14T17:50:44,2025-11-14T17:50:44
46,campello,Sin clasificar,"Noticias de Alicante Los directores de los colegios públicos han exigido a la Conselleria de Educación una rectificación del nuevo protocolo de emergencias para actuar en los centros educativos ante fenómenos, como una dana, y la retirada de las sanciones previstas para los profesores si se saltan la nueva normativa frente a una alerta meteorológica.",@AlicanteDirectoNews,,,,centros educativos ante fenómenos,,,,mensajes,2025-11-14T17:50:44,2025-11-14T17:50:44
47,campello,Sin clasificar,Camina Calp 🚶‍♀️🚶‍♂️El Centro de Salud de Calp organiza paseos saludables por el municipio. 🗓️Todos los martes y jueves a partir del 11 de noviembre a las 9:30 horas desde las escaleras del Hotel SolyMar (zona Los Pinos). 📅 14/11/2025 00:00 https://calpcomunica.calp.es/event/camina-calp/?lang=es 🔖 #Anuncios,@AyuntamientodeCalp,,,,Hotel SolyMar (zona Los Pinos,,,,mensajes,2025-11-14T17:50:44,2025-11-14T17:50:44
48,campello,Sin clasificar,"♻️ Calp avanza hacia un turismo más inteligente, sostenible e inclusivo El Ayuntamiento de Calp ha aprobado por unanimidad su nueva hoja de ruta turística, un compromiso que apuesta por un modelo más equilibrado, responsable y alineado con los retos actuales.",@AyuntamientodeCalp,38.644325,0.046012,31SBC4290881448,Calp,Comunitat Valenciana,,administrative,cache,2025-11-14T17:50:44,2025-11-14T17:50:44
49,campello,Sin clasificar,"🎄✨ ¡Vuelve el Concurso de Escaparatismo de Navidad en Calp! ✨🎄 Si tienes un comercio en Calp, es tu oportunidad para llenar de creatividad, luz y espíritu navideño tu escaparate.",@AyuntamientodeCalp,,,,Calp! ✨🎄 Si tienes un comercio en Calp,,,,mensajes,2025-11-14T17:50:44,2025-11-14T17:50:44
50,campello,Sin clasificar,"Demà dissabte 15 de novembre, de 10:00 a 13:30 h, la Plaça de la Constitució acollirà la celebració del Dia de la Infància 2025.",@ajuntamentdexabia,37.420378,-82.805160,17SLB4026543037,Demà,Kentucky,Floyd County,hamlet,cache,2025-11-14T17:50:44,2025-11-14T17:50:44
51,campello,Sin clasificar,Elche conmemora el 25N con la lectura del manifiesto en l’Hort del Xocolater https://diariodealicante.net/elche-25n-hort-xocolater/,@diarioAlicante,,,,l’Hort del Xocolater https://diariodealicante,,,,mensajes,2025-11-14T17:50:45,2025-11-14T17:50:45
52,campello,Sin clasificar,Compromís reconoce la labor social de toda una vida en Colonia Requena a Antonio Colomina https://diariodealicante.net/compromis-reconoce-labor-social-antonio-colomina/,@diarioAlicante,,,,Colonia Requena a Antonio Colomina https://diariodealicante,,,,mensajes,2025-11-14T17:50:45,2025-11-14T17:50:45
53,campello,Sin clasificar,Alicante incorpora 11 nuevos vehículos a la Policía Local y estrena una Oficina Móvil de Atención al Ciudadano https://diariodealicante.net/nuevos-vehiculos-policia-local-alicante-oficina-movil/,@diarioAlicante,38.343637,-0.488171,30SYH1951546929,Alicante,Comunitat Valenciana,Alacant / Alicante,administrative,cache,2025-11-14T17:50:45,2025-11-14T17:50:45
54,campello,Sin clasificar,La Unió acusa a Generalitat de desviar 54 millones del campo valenciano a otros sectores en menos de un mes https://diariodealicante.net/unio-acusa-generalitat-desviar-millones-campo-valenciano/,@diarioAlicante,,,,menos de un mes https://diariodealicante,,,,mensajes,2025-11-14T17:50:45,2025-11-14T17:50:45
55,campello,Sin clasificar,Torrevieja adjudica la redacción del proyecto para construir una nueva piscina climatizada en la Ciudad Deportiva https://diariodealicante.net/piscina-climatizada-torrevieja-proyecto/,@diarioAlicante,,,,Deportiva https://diariodealicante,,,,mensajes,2025-11-14T17:50:45,2025-11-14T17:50:45
56,campello,Sin clasificar,La Comunitat incorpora tecnología avanzada para controlar la diabetes y promueve una guía de detección temprana https://diariodealicante.net/comunitat-tecnologia-diabetes/,@diarioAlicante,39.681959,-0.765441,30SXJ9163294845,Comunitat,Comunitat Valenciana,,administrative,nominatim,2025-11-14T17:50:45,2025-11-14T17:50:45
57,campello,Sin clasificar,Elche inicia las obras de mejora de la accesibilidad en la calle Mare Déu de l’Assumpció https://diariodealicante.net/elche-mejora-accesibilidad-mare-deu-assumpcio/,@diarioAlicante,,,,calle Mare Déu de l’Assumpció https://diariodealicante,,,,mensajes,2025-11-14T17:50:45,2025-11-14T17:50:45
58,campello,Criminalidad,Detienen a tres personas por el homicidio de un hombre al que le robaron un teléfono móvil https://diariodealicante.net/detienen-tres-personas-homicidio-robaron-telefono-movil/,@diarioAlicante,,,,Detienen,,,,mensajes,2025-11-14T17:50:45,2025-11-14T17:50:45
59,campello,Sin clasificar,La avenida de la Constitución contará con zona de sombra para mejorar el confort climático https://diariodealicante.net/avenida-constitucion-sombra-confort-climatico/,@diarioAlicante,-35.331831,-72.411900,18HYF3523787083,Constitución,Región del Maule,Provincia de Talca,administrative,nominatim,2025-11-14T17:50:45,2025-11-14T17:50:45
60,campello,Sin clasificar,Santa Pola refuerza su estrategia de desestacionalización turística en la feria INTUR 2025 de Valladolid https://diariodealicante.net/santa-pola-desestacionalizacion-turistica-intur/,@diarioAlicante,,,,feria INTUR 2025 de Valladolid https://diariodealicante,,,,mensajes,2025-11-14T17:50:45,2025-11-14T17:50:45
61,campello,Sin clasificar,STEPV alerta del riesgo estructural en la Escuela de Arte de Alicante y reclama una solución definitiva https://diariodealicante.net/stepv-riesgo-estructural-escuela-arte-alicante/,@diarioAlicante,,,,Escuela de Arte de Alicante y reclama una solución definitiva https://diariodealicante,,,,mensajes,2025-11-14T17:50:45,2025-11-14T17:50:45
62,campello,Sin clasificar,"Alicante, Ministerio y Consell agilizan la rehabilitación de la biblioteca Azorín https://diariodealicante.net/alicante-ministerio-consell-rehabilitacion-biblioteca-azorin/",@diarioAlicante,38.343637,-0.488171,30SYH1951546929,Alicante,Comunitat Valenciana,Alacant / Alicante,administrative,cache,2025-11-14T17:50:45,2025-11-14T17:50:45
63,campello,Sin clasificar,El MARQ abre sus puertas al extraordinario legado arqueológico de Dénia con piezas de valor incalculable https://diariodealicante.net/marq-legado-arqueologico-denia/,@diarioAlicante,45.793927,3.116222,31TEL0903271158,Marq,Auvergne-Rhône-Alpes,Puy-de-Dôme,museum,nominatim,2025-11-14T17:50:45,2025-11-14T17:50:45
64,campello,Sin clasificar,Elche instala un vallado en el estanque de los patos del Parque Municipal como medida preventiva ante la gripe aviar https://diariodealicante.net/elche-vallado-patos-gripe-aviar/,@diarioAlicante,,,,estanque de los patos del Parque Municipal como medida preventiva ante la gripe aviar https://diariodealicante,,,,mensajes,2025-11-14T17:50:45,2025-11-14T17:50:45
65,campello,Sin clasificar,Reconocimiento en Benidorm a los policías locales distinguidos por actuaciones destacadas https://diariodealicante.net/reconocimiento-policias-locales/,@diarioAlicante,,,,Benidorm a los policías locales distinguidos por actuaciones destacadas https://diariodealicante,,,,mensajes,2025-11-14T17:50:45,2025-11-14T17:50:45
66,campello,Sin clasificar,El bolso solidario de Alinur cumple 12 años y se presenta con una edición especial diseñada por Anekke https://diariodealicante.net/bolso-solidario-alinur-anekke/,@diarioAlicante,43.337679,76.956039,43TFJ5855900172,Alinur,,Түрксіб Ауданы,fast_food,nominatim,2025-11-14T17:50:45,2025-11-14T17:50:45
67,campello,Sin clasificar,Murcia y Valencia estudian acciones legales ante 'irregularidades' en la gestión del Tajo https://diariodealicante.net/murcia-valencia-accciones-legales-gestion-tajo/,@diarioAlicante,,,,gestión del Tajo https://diariodealicante,,,,mensajes,2025-11-14T17:50:45,2025-11-14T17:50:45
68,campello,Sin clasificar,"La Generalitat aumenta la capacidad de depuración de Orihuela Costa tras finalizar una reforma integral de 6,6 millones de euros https://diariodealicante.net/generalitat-aumenta-capacidad-depuracion-orihuela-costa/",@diarioAlicante,41.382840,2.176742,31TDF3116481584,Generalitat,Catalunya,Barcelonès,government,cache,2025-11-14T17:50:45,2025-11-14T17:50:45
69,campello,Sin clasificar,"Asaja Alicante exige rentabilidad, investigación y agua como pilares del futuro citrícola alicantino https://diariodealicante.net/asaja-alicante-investigacion-futuro-citricola/",@diarioAlicante,,,,Asaja Alicante,,,,mensajes,2025-11-14T17:50:45,2025-11-14T17:50:45
70,campello,Sin clasificar,La Generalitat impulsa más vivienda protegida con la licitación de tres nuevas parcelas en Alicante https://diariodealicante.net/vivienda-protegida-nuevas-parcelas-alicante/,@diarioAlicante,38.609596,-0.273310,30SYH3742076981,Alicante https://diariodealicante,Comunitat Valenciana,,art,cache,2025-11-14T17:50:45,2025-11-14T17:50:45
71,campello,Hazards,"Reconocimiento a la Policía Local de Aspe y de un ciudadano por su ejemplar actuación en un incendio Ayuntamiento de Aspe (RSS) La Agencia Valenciana de Seguridad y Respuesta a las Emergencias (AVSRE) ha otorgado varias distinciones honoríficas a miembros de la Policía Local de Aspe y a un ciudadano por su destacada intervención en un incendio ocurrido hace dos añosen el municipio, donde auxili...",@santaelenaaspe,-12.211501,-55.571655,21LXG5538049649,un incendio Ayuntamiento de Aspe (RSS) La Agencia Valenciana de Seguridad y Respuesta a las Emergencias (AVSRE),Mato Grosso,,administrative,nominatim,2025-11-14T17:50:45,2025-11-14T17:50:45
72,campello,Sin clasificar,"🎭✨ Llega a Calp uno de los grandes espectáculos de danza del año El próximo jueves 11 de diciembre a las 19:00h, el Auditorio de la Casa de Cultura acoge una cita imperdible para los amantes del ballet.🎟️ Entradas: Entrada general: 35 € Grupos (+10 personas) y jubilados: 31,50 € Descuento del 20% para Escuelas de Danza (alumnado, profesorado y familiares con código).",@AyuntamientodeCalp,,,,Grupos (+10 personas,,,,mensajes,2025-11-14T18:00:38,2025-11-14T18:00:38
73,campello,Sin clasificar,"Última Hora de Valencia | Toda la Actualidad y Noticias de València - Levante-EMV https://www.levante-emv.com/valencia/ El arbolado convertirá la plaza del Ayuntamiento en un refugio climático: ""Habrá tres grados menos en verano"" Aprueban la nueva comisaría de la Policía Local de València en Malilla Modepran denuncia que la empresa aspirante a gestionar el refugio de Benimàmet está acusada de m...",WEB www.levante-emv.com,,,,"un refugio climático: ""Habrá tres grados menos en verano"" Aprueban la nueva comisaría de la Policía Local de València en Malilla Modepran denuncia",,,,mensajes,2025-11-14T18:52:55,2025-11-14T18:52:55
