id,pais,categoria,descripcion,fuente,lat,lon,mgrs,place,admin1,admin2,accuracy,geocode_source,created_at,updated_at
11,campello,Sin clasificar,1'8 millones de euros para la construcción de nuevos centros de servicios sociales https://diariodealicante.net/18-millones-de-euros-para-la-construccion-de-nuevos-centros-de-servicios-sociales/,@diarioAlicante,,,,,,,,mensajes,2025-11-08T13:14:07,2025-11-08T13:14:07
12,campello,Sin clasificar,El Teatre Arniches de Alicante ofrece seis espectáculos de la Muestra de Teatro Español de Autores Contemporáneos https://diariodealicante.net/el-teatre-arniches-de-alicante-ofrece-seis-espectaculos-de-la-muestra-de-teatro-espanol-de-autores-contemporaneos/,@diarioAlicante,38.343145,-0.494934,30SYH1892546858,Teatre Arniches,Comunitat Valenciana,Alacant / Alicante,theatre,nominatim,2025-11-08T13:49:07,2025-11-08T13:49:07
13,campello,Sin clasificar,Impulsalicante lanza la sexta edición de su incubadora de proyectos culturales y creativos https://diariodealicante.net/impulsalicante-lanza-la-sexta-edicion-de-su-incubadora-de-proyectos-culturales-y-creativos/,@noticias_alicante,,,,Impulsalicante,,,,mensajes,2025-11-08T14:21:07,2025-11-08T14:21:07
14,campello,Sin clasificar,La Generalitat destina 450.000 euros a las federaciones deportivas para la adquisición de material https://diariodealicante.net/la-generalitat-destina-450-000-euros-a-las-federaciones-deportivas-para-la-adquisicion-de-material/,@diarioAlicante,41.382840,2.176742,31TDF3116481584,Generalitat,Catalunya,Barcelonès,government,cache,2025-11-08T14:35:07,2025-11-08T14:35:07
15,campello,Sin clasificar,Más de 6.000 atenciones del servicio de mediación de la zona Norte de Alicante https://diariodealicante.net/mas-de-6-000-atenciones-del-servicio-de-mediacion-de-la-zona-norte-de-alicante/,@diarioAlicante,13.082423,80.275962,44PMV2150846362,Más,Tamil Nadu,Chennai Corporation,station,nominatim,2025-11-08T14:47:07,2025-11-08T14:47:07
16,campello,Sin clasificar,Noticias de Alicante El barrio de Benalúa sigue alzando la voz por una causa que ya se ha convertido en símbolo de resistencia vecinal.,@AlicanteDirectoNews,,,,símbolo de resistencia vecinal,,,,mensajes,2025-11-08T17:09:07,2025-11-08T17:09:07
17,campello,Sin clasificar,Noticias de Alicante La Asociación de Vecinos del PAU 1- Juan Pablo II se ha reunido este sábado en el centro del parque que da nombre al barrio para articular sus próximas acciones reivindicativas.,@AlicanteDirectoNews,17.981710,-92.949094,15QWV0538988162,centro del parque,Tabasco,Centro,residential,nominatim,2025-11-08T17:09:07,2025-11-08T17:09:07
18,campello,Sin clasificar,Las Harley-Davidson toman El Campello https://diariodealicante.net/las-harley-davidson-toman-el-campello/,@diarioAlicante,45.463156,-89.695586,16TBR8926637938,Harley-Davidson,Wisconsin,Lincoln County,industrial,nominatim,2025-11-08T19:11:07,2025-11-08T19:11:07
19,campello,Sin clasificar,https://www.todoalicante.es/sucesos/desmantelan-plantacion-indoor-marihuana-denia-20251107203939-nt.html,@alicanteprensapolicianacional,,,,,,,,mensajes,2025-11-08T20:28:07,2025-11-08T20:28:07
20,campello,Sin clasificar,"Ayuntamiento de Aspe (Twitter) 📣 ¡Aún estás a tiempo! Si todavía no tienes tu entrada para disfrutar del gran Ara Malikian en el Teatro Wagner, ¡no te quedes fuera! 🎻 Pregunta en taquilla y consigue las últimas entradas disponibles. ✨ ¡Una noche única te espera en Aspe!",@santaelenaaspe,38.343555,-0.771419,30SXH9475846284,Teatro Wagner,Comunitat Valenciana,,theatre,nominatim,2025-11-08T20:28:08,2025-11-08T20:28:08
21,campello,Sin clasificar,"Dieciséis segundos de fútbol y 3 puntos para el Hércules ante el Europa https://www.informacion.es/hercules-cf/2025/11/08/unai-ropero-sirve-victoria-hercules-123510906.html Dieciséis segundos de fútbol y 3 puntos para el Hércules ante el Europa Una sola acción armada por Unai Ropero, Mangada, Retuerta y Fran Sol da la victoria al Hércules en un encuentro sin ataques Hércules CF - Europa, en imá...",WEB www.informacion.es,,,,un encuentro sin ataques Hércules CF - Europa,,,,mensajes,2025-11-08T21:48:55,2025-11-08T21:48:55
22,campello,Sin clasificar,Un hombre entra en prisión provisional por secuestrar y violar durante una semana a una mujer en Alicante https://www.informacion.es/sucesos/sucesos-en-alicante/2025/11/08/hombre-entra-prision-provisional-secuestrar-123510981.html Un hombre entra en prisión provisional por secuestrar y violar durante una semana a una mujer en Alicante La Policía detiene también a dos cómplices de retener ilegal...,WEB www.informacion.es,35.661543,139.698750,54SUE8221947189,prisión provisional por secuestrar y violar durante una semana a una mujer en Alicante https://www,,渋谷区,theatre,nominatim,2025-11-08T21:48:55,2025-11-08T21:48:55
23,campello,Sin clasificar,Vox vuelve a utilizar Valencia como laboratorio para endurecer sus pactos con Feijóo https://www.informacion.es/comunidad-valenciana/2025/11/08/vox-vuelve-utilizar-valencia-laboratorio-123514432.html Vox vuelve a utilizar Valencia como laboratorio para endurecer sus pactos con Feijóo El PPCV desea tener el relevo de Mazón encarrilado los próximos días mientras decreta un hermetismo total sobre...,WEB www.informacion.es,36.986474,-84.199100,16SGF4928497039,Vox,Kentucky,Laurel County,hamlet,nominatim,2025-11-08T21:48:56,2025-11-08T21:48:56
24,campello,Disturbios Civiles,"Los vecinos de Benalúa cumplen 100 semanas de protesta con un objetivo claro: 'Queremos un centro social ya' https://www.informacion.es/alicante/2025/11/08/vecinos-benalua-cumplen-100-semanas-protesta-centro-social-alicante-123504749.html Los vecinos de Benalúa cumplen 100 semanas de protesta con un objetivo claro: ""Queremos un centro social ya"" El barrio alicantino pide la creación de un centr...",WEB www.informacion.es,,,,vecinos de Benalúa cumplen 100 semanas de protesta con un objetivo claro,,,,mensajes,2025-11-08T21:48:57,2025-11-08T21:48:57
25,campello,Sin clasificar,Vox vuelve a utilizar Valencia como laboratorio para endurecer sus pactos con Feijóo https://www.levante-emv.com/comunitat-valenciana/2025/11/08/vox-vuelve-utilizar-valencia-laboratorio-123510113.html Vox vuelve a utilizar Valencia como laboratorio para endurecer sus pactos con Feijóo El PPCV desea tener el relevo de Mazón encarrilado los próximos días mientras decreta un hermetismo total sobre...,WEB www.levante-emv.com,36.986474,-84.199100,16SGF4928497039,Vox,Kentucky,Laurel County,hamlet,cache,2025-11-08T21:49:20,2025-11-08T21:49:20
26,campello,Sin clasificar,Libertad provisional para el camionero del atropello mortal de una joven de 20 años en València https://www.levante-emv.com/sucesos/2025/11/08/libertad-provisional-conductor-camion-atropello-mortal-joven-20-anos-valencia-123504741.html Libertad provisional para el camionero del atropello mortal de una joven de 20 años en València Un informe médico ratifica que el consumo de cocaina y cannabis d...,WEB www.levante-emv.com,38.609596,-0.273310,30SYH3742076981,València https://www,Comunitat Valenciana,,art,cache,2025-11-08T21:49:21,2025-11-08T21:49:21
27,campello,Sin clasificar,Compromís denuncia que los maceteros verdes de la plaza del Ayuntamiento de València están abandonados en un solar https://www.levante-emv.com/valencia/2025/11/08/compromis-denuncia-maceteros-verdes-plaza-123503076.html Compromís denuncia que los maceteros verdes de la plaza del Ayuntamiento de València están abandonados en un solar La coalición se queja de que no se reutilicen y que ni siquier...,WEB www.levante-emv.com,35.661543,139.698750,54SUE8221947189,un solar https://www,,渋谷区,theatre,nominatim,2025-11-08T21:49:22,2025-11-08T21:49:22
28,campello,Sin clasificar,Le piden 465 euros por recuperar el título de máster que perdió en la dana https://www.levante-emv.com/comunitat-valenciana/2025/11/08/piden-465-euros-recuperar-titulo-master-perdido-dana-123503191.html Le piden 465 euros por recuperar el título de máster que perdió en la dana La antigua alumna pidió a la universidad un duplicado de la titulación porque se la reclaman para una oposición Archivo...,WEB www.levante-emv.com,51.008000,3.711593,31UES4992350955,dana https://www,Oost-Vlaanderen,Gent,company,nominatim,2025-11-08T21:49:22,2025-11-08T21:49:22
29,campello,Criminalidad,Noticias de Alicante La Policía Nacional ha liberado a una mujer que sufrió siete días de cautividad y violencia sexual en un narcopiso de Juan XXIII.,@AlicanteDirectoNews,,,,un narcopiso de Juan XXIII,,,,mensajes,2025-11-08T22:09:07,2025-11-08T22:09:07
30,colombia,Sin clasificar,"Lo que pasaría si se comprueba que defensa de Juan Carlos Suárez, presunto asesino de Jaime Moreno, habría mentido sobre su paso en la U.",WEB www.eltiempo.com,19.176595,-69.918934,19QDB0338120622,Juan Carlos Suárez,Duarte,Villa Riva,residential,nominatim,2025-11-08T10:37:51,2025-11-08T10:37:51
31,colombia,Sin clasificar,"Corte Suprema mantiene medida de aseguramiento contra el expresidente de la Cámara, Andrés Calle, por caso UNGRD https://www.eltiempo.com/justicia/cortes/corte-suprema-mantiene-medida-de-aseguramiento-contra-el-expresidente-de-la-camara-andres-calle-por-caso-ungrd-3507057 En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar información...",WEB www.eltiempo.com,,,,este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal,,,,mensajes,2025-11-08T10:37:52,2025-11-08T10:37:52
32,colombia,Sin clasificar,Jennifer Pedraza se pronunció sobre anulación del título de la Fundación San José a Juliana Guerrero: 'Nunca pisó un salón de clases' https://www.eltiempo.com/politica/gobierno/jennifer-pedraza-se-pronuncio-sobre-anulacion-del-titulo-de-la-fundacion-san-jose-a-juliana-guerrero-nos-quiso-ocultar-su-historial-academico-3507054 En este portal utilizamos datos de navegación / cookies propias y de t...,WEB www.eltiempo.com,,,,este portal utilizamos datos de navegación / cookies propias y de t,,,,mensajes,2025-11-08T10:37:53,2025-11-08T10:37:53
33,colombia,Sin clasificar,Crisis de vuelos en Estados Unidos por cierre del gobierno: Corte Suprema avala que Donald Trump frene pago de programa de asistencia alimentaria https://www.eltiempo.com/mundo/eeuu-y-canada/crisis-de-vuelos-en-estados-unidos-por-cierre-del-gobierno-corte-suprema-avala-que-donald-trump-frene-pago-de-programa-de-asistencia-alimentaria-3507130 En este portal utilizamos datos de navegación / cooki...,WEB www.eltiempo.com,,,,Estados Unidos por cierre del gobierno: Corte Suprema avala,,,,mensajes,2025-11-08T14:39:09,2025-11-08T14:39:09
34,colombia,Hazards,Alerta por fuerte tormenta solar que llegará a la Tierra en las próximas horas: podría ocasionar cortes en las señales de comunicaciones y navegación https://www.eltiempo.com/vida/ciencia/alerta-por-fuerte-tormenta-solar-que-llegara-a-la-tierra-en-las-proximas-horas-ocasionara-cortes-en-las-senales-de-telecomunicaciones-y-navegacion-3506631 En este portal utilizamos datos de navegación / cookie...,WEB www.eltiempo.com,,,,próximas horas: podría ocasionar cortes,,,,mensajes,2025-11-08T14:39:09,2025-11-08T14:39:09
35,colombia,Sin clasificar,"Cumbre CELAC - Unión Europea en Santa Marta: detalles, programación y líderes que dialogan en Colombia sobre el futuro de dos continentes https://www.eltiempo.com/mundo/latinoamerica/cumbre-celac-union-europea-en-santa-marta-detalles-programacion-y-lideres-que-dialogan-en-colombia-sobre-el-futuro-de-dos-continentes-3506431 En este portal utilizamos datos de navegación / cookies propias y de ter...",WEB www.eltiempo.com,,,,Santa Marta: detalles,,,,mensajes,2025-11-08T14:39:10,2025-11-08T14:39:10
36,colombia,Sin clasificar,"La tragedia anunciada: el aviso del alcalde de Armero sobre el volcán https://www.eltiempo.com/vida/medio-ambiente/la-tragedia-anunciada-el-aviso-del-alcalde-de-armero-sobre-el-volcan-3507078 En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar información estadística, optimizar la funcionalidad del sitio y mostrar publicidad relaciona...",WEB www.eltiempo.com,,,,este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal,,,,mensajes,2025-11-08T14:39:10,2025-11-08T14:39:10
37,colombia,Sin clasificar,"#Cultura🎼 Bucaramanga inauguró este viernes la quinta edición del festival Ni Un Paso Atrás, que se extenderá durante todo el fin de semana bajo el lema «De la resistencia al poder popular». 🔍 https://www.colombiainforma.info/comienza-la-quinta-edicion-del-festival-ni-un-paso-atras-en-bucaramanga-de-la-resistencia-al-poder-popular/",@colombiainforma,45.197442,28.258776,35TNL9886905654,Cultura🎼,,Tulcea,peak,nominatim,2025-11-08T15:25:07,2025-11-08T15:25:07
38,colombia,Terrorismo,"Alerta en Tunja por volqueta con plataforma para lanzar explosivos cerca de batallón del Ejército: lo que se sabe https://www.eltiempo.com/colombia/santander/miedo-en-tunja-al-encontrar-una-volqueta-con-una-plataforma-para-arrojar-tatucos-cerca-al-batallon-se-hace-explosion-controlada-3507141 En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal,...",WEB www.eltiempo.com,,,,Tunja por volqueta con plataforma para lanzar explosivos cerca de batallón del Ejército: lo,,,,mensajes,2025-11-08T17:49:13,2025-11-08T17:49:13
39,colombia,Sin clasificar,"Atención: sellan Before Club, el bar donde estuvo Jaime Esteban Moreno antes de ser asesinado a golpes https://www.eltiempo.com/bogota/atencion-sellan-before-club-el-bar-donde-estuvo-jaime-esteban-moreno-antes-de-ser-asesinado-a-golpes-3507149 En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar información estadística, optimizar la fu...",WEB www.eltiempo.com,,,,este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal,,,,mensajes,2025-11-08T17:49:14,2025-11-08T17:49:14
40,colombia,Sin clasificar,"Video | El golazo de Luis Díaz, que sigue encendido con el Bayern y le salva el invicto, en el juego contra Unión Berlín https://www.eltiempo.com/deportes/futbol-internacional/video-el-golazo-de-luis-diaz-que-sigue-encendido-con-el-bayern-y-le-salva-el-invicto-en-el-juego-contra-union-berlin-3507152 En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el...",WEB www.eltiempo.com,35.661543,139.698750,54SUE8221947189,juego contra Unión Berlín https://www,,渋谷区,theatre,nominatim,2025-11-08T17:49:14,2025-11-08T17:49:14
41,colombia,Sin clasificar,"Presidente Gustavo Petro le ordenó a su ministro de Salud, Guillermo Alfonso Jaramillo, iniciar demandas por demoras en debate de reforma a la salud https://www.eltiempo.com/politica/presidente-gustavo-petro-le-ordeno-a-su-ministro-de-salud-guillermo-alfonso-jaramillo-iniciar-demandas-por-demoras-en-debate-de-reforma-a-la-salud-3507140 En este portal utilizamos datos de navegación / cookies pro...",WEB www.eltiempo.com,35.661543,139.698750,54SUE8221947189,debate de reforma a la salud https://www,,渋谷区,theatre,nominatim,2025-11-08T17:49:15,2025-11-08T17:49:15
42,colombia,Sin clasificar,"#MovimientoSocial🏡✊ Este sábado en Bogotá, el Congreso de los Pueblos y el CNA, junto a otras organizaciones sociales, inaugurarán la Casa de los Pueblos, una sede que funcionará en la capital y que beneficiará a más de 200 organizaciones sociales de todo el país. 🔍 https://www.colombiainforma.info/organizaciones-sociales-inauguran-la-casa-de-los-pueblos/",@colombiainforma,4.653382,-74.083633,18NXL0163914415,Bogotá,"Bogotá, Distrito Capital",Bogotá,administrative,nominatim,2025-11-08T18:54:07,2025-11-08T18:54:07
43,colombia,Terrorismo,Esto se sabe del atentado terrorista que iba dirigido contra el Batallón Bolívar en Tunja: ¿por qué se afectó la instalación militar?,WEB www.eltiempo.com,,,,Tunja: ¿por qué se afectó la instalación militar?,,,,mensajes,2025-11-08T20:19:16,2025-11-08T20:19:16
44,colombia,Terrorismo,En imágenes: impresionantes daños al batallón Bolívar en Tunja tras atentado terrorista con artefactos explosivos: un carro y alojamientos destruidos https://www.eltiempo.com/colombia/otras-ciudades/en-imagenes-impresionantes-danos-al-batallon-bolivar-en-tunja-tras-atentado-terrorista-con-artefactos-explosivos-un-carro-y-alojamientos-destruidos-3507159 En este portal utilizamos datos de navegac...,WEB www.eltiempo.com,35.661543,139.698750,54SUE8221947189,imágenes: impresionantes daños al batallón Bolívar en Tunja tras atentado terrorista con artefactos explosivos: un carro y alojamientos destruidos https://www,,渋谷区,theatre,nominatim,2025-11-08T20:19:16,2025-11-08T20:19:16
45,colombia,Sin clasificar,"Certificado de tradición y libertad: cómo obtener por internet ‘la hoja de vida’ de su casa https://www.eltiempo.com/economia/finanzas-personales/certificado-de-tradicion-y-libertad-como-obtener-por-internet-la-hoja-de-vida-de-su-casa-3507164 En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar información estadística, optimizar la fun...",WEB www.eltiempo.com,,,,este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal,,,,mensajes,2025-11-08T20:19:17,2025-11-08T20:19:17
46,colombia,Terrorismo,"Atentado terrorista en Tunja: Frente ‘Adonay Ardila Pinilla’, del Eln, estaría detrás de la volqueta con 24 explosivos que afectó al Batallón Bolívar https://www.eltiempo.com/justicia/conflicto-y-narcotrafico/atentado-terrorista-en-tunja-frente-adonay-ardila-pinilla-del-eln-estaria-detras-de-la-volqueta-con-24-explosivos-que-afecto-el-batallon-bolivar-3507203 En este portal utilizamos datos de...",WEB www.eltiempo.com,,,,Tunja: Frente ‘Adonay Ardila Pinilla,,,,mensajes,2025-11-08T22:19:18,2025-11-08T22:19:18
47,colombia,Sin clasificar,"Reforma pensional: Corte Constitucional da ultimátum a Colpensiones por impedimento del magistrado Héctor Carvajal https://www.eltiempo.com/justicia/cortes/reforma-pensional-corte-constitucional-da-ultimatum-a-colpensiones-por-impedimento-del-magistrado-hector-carvajal-3507178 En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar inform...",WEB www.eltiempo.com,,,,este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal,,,,mensajes,2025-11-08T22:19:19,2025-11-08T22:19:19
48,colombia,Sin clasificar,"Murió James Watson, el Nobel al que quitaron sus títulos por sus declaraciones polémicas sobre la inteligencia y la raza https://www.eltiempo.com/vida/ciencia/murio-james-watson-el-nobel-al-que-quitaron-sus-titulos-por-sus-declaraciones-polemicas-sobre-la-inteligencia-y-la-raza-3507174 En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elabor...",WEB www.eltiempo.com,,,,este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal,,,,mensajes,2025-11-08T22:19:20,2025-11-08T22:19:20
49,colombia,Sin clasificar,"Lando Norris se queda con la 'pole position' en el Gran Premio de Brasil https://www.eltiempo.com/deportes/automovilismo/lando-norris-se-queda-con-la-pole-position-para-el-gran-premio-de-brasil-3507205 En este portal utilizamos datos de navegación / cookies propias y de terceros para gestionar el portal, elaborar información estadística, optimizar la funcionalidad del sitio y mostrar publicidad...",WEB www.eltiempo.com,35.661543,139.698750,54SUE8221947189,Gran Premio de Brasil https://www,,渋谷区,theatre,nominatim,2025-11-08T22:19:20,2025-11-08T22:19:20
50,gaza,Sin clasificar,"La falsa promesa de una cesación del fuego en Gaza (https://www.alquds.com/ar/posts/206153) fue grabada con nosotros y sus artículos se publicaron en el Foro Al-Quds del sábado 8 de noviembre de 2025 a las 10.29 horas, hora de Al-Quds, un pensador político: la falsa promesa de una cesación del fuego en Gaza, el escritor y pensador político Mohamed Ayub, dijo que el acuerdo en Gaza corría el rie...",WEB www.alquds.com,57.751049,40.996291,37VFE1880602744,Gaza (https://www,Костромская область,городской округ Кострома,appliance,cache,2025-11-08T10:38:12,2025-11-08T10:38:12
51,gaza,Sin clasificar,"El ejército israelí atacó a una familia palestina en el sur de la Ribera Occidental (https://www.alquds.com/ar/posts/206152) y publicó sus artículos en el Foro de Al-Quds, el sábado 8 de noviembre de 2025, a las 10.20 horas (hora de Jerusalén) del Ejército de Israel, golpeando a una familia palestina en el sur de la Ribera.",WEB www.alquds.com,35.661543,139.698750,54SUE8221947189,sur de la Ribera Occidental (https://www,,渋谷区,theatre,cache,2025-11-08T10:38:12,2025-11-08T10:38:12
52,gaza,Sin clasificar,"En la tarde del sábado 8 de noviembre de 2025 a las 10:08 de la mañana, hora de Jerusalén: Estados Unidos supervisará la entrada de la ayuda a Gaza en lugar de “Israel”.",WEB www.alquds.com,,,,tarde del sábado 8 de noviembre de 2025 a las 10:08 de la mañana,,,,mensajes,2025-11-08T10:38:13,2025-11-08T10:38:13
53,gaza,Sin clasificar,"En un informe internacional sobre la conspiración internacional (https://www.alquds.com/ar/posts/206136), la Alta Comisionada de las Naciones Unidas, Francesca Albanyzi, publicó un importante informe titulado “El genocidio de Gaza: un crimen colectivo”, en el que se aborda el papel de los diferentes Estados en este crimen, o como se llama en el informe “Tres Estados”, lo que constituye una acus...",WEB www.alquds.com,35.661543,139.698750,54SUE8221947189,un informe internacional sobre la conspiración internacional (https://www,,渋谷区,theatre,cache,2025-11-08T10:38:13,2025-11-08T10:38:13
54,gaza,Sin clasificar,"En el ámbito de la fisiología de los árboles, existe un fascinante mundo de procesos intrincados y sistemas complejos, a menudo invisibles por el ojo humano.En el corazón de este mundo están el xilem y el phloem, dos tipos de tejidos vasculares que juegan un papel crucial en la supervivencia y el crecimiento de los árboles.",WEB www.maannews.net,,,,ámbito de la fisiología de los árboles,,,,mensajes,2025-11-08T10:38:16,2025-11-08T10:38:16
55,gaza,Sin clasificar,"La tecnología de fotografía: la tecnología de fotografía, la tecnología de fotografía, la tecnología de fotografía, la tecnología de fotografía, la tecnología de fotografía, la tecnología de fotografía, la tecnología de fotografía, la tecnología de fotografía, la tecnología de fotografía, la tecnología de fotografía, la tecnología de fotografía, la tecnología de fotografía, la tecnología de fot...",WEB www.maannews.net,37.426646,-5.978031,30STG3648346367,tecnología de fotografía,Andalucía,Sevilla,house,cache,2025-11-08T10:41:41,2025-11-08T10:41:41
56,gaza,Sin clasificar,"En el campo de la ciencia de los materiales, pocas sustancias han cautivado la imaginación humana como diamantes.",WEB www.maannews.net,,,,campo de la ciencia de los materiales,,,,mensajes,2025-11-08T10:49:30,2025-11-08T10:49:30
57,gaza,Sin clasificar,"En el ámbito de la ingeniería de semiconductores, la tecnología de la tecnología de punta, la tecnología de punta, la tecnología de punta, la tecnología de punta, la tecnología de punta, la tecnología de punta, la tecnología de punta, la tecnología de punta, la tecnología de punta, la tecnología de punta, la tecnología de punta, la tecnología de punta, la tecnología de punta, la tecnología de p...",WEB www.maannews.net,,,,ámbito de la ingeniería de semiconductores,,,,mensajes,2025-11-08T10:59:25,2025-11-08T10:59:25
58,gaza,Sin clasificar,"El Ministerio de Relaciones Exteriores de Egipto anunció y publicó sus artículos en el Foro Al-Quds de 11 de noviembre de 2025, a las 11.00 horas (hora de Jerusalén) de la mañana (hora de Jerusalén) de la mañana) en apoyo del “Plan de Paz de Gaza” del Consejo de Seguridad.",WEB www.alquds.com,,,,Foro Al-Quds de 11 de noviembre de 2025,,,,mensajes,2025-11-08T11:09:27,2025-11-08T11:09:27
59,gaza,Sin clasificar,"La ocupación entrega a Gaza 15 restos mortales de mártires palestinos en la Franja de Gaza, el sábado 15 restos mortales de mártires detenidos por el ejército de ocupación.",WEB www.alquds.com,31.443223,34.360007,36RXV2923579524,Franja de Gaza,قطاع غزة,,administrative,cache,2025-11-08T11:30:07,2025-11-08T11:30:07
60,gaza,Sin clasificar,"El viernes, una semana después de la renuncia de la ex Fiscal General de Israel a un vídeo de torturar a un palestino en la prisión de la paz de las Naciones Unidas en la Franja de Gaza, un grupo de colaboradores del Líbano dio a conocer el gran número de disparos de un ex oficial militar de la Franja de Gaza.",WEB www.alquds.com,,,,prisión de la paz de las Naciones Unidas,,,,mensajes,2025-11-08T11:30:07,2025-11-08T11:30:07
61,gaza,Sin clasificar,La ciencia forense: Unveiling the Secrets of the Past https://www.maannews.net/cdn-cgi/content?id=fiHvAO1iwDQbgkcN0.LF9GXeLXi0mc72NGGmTezIQ-1762594210.9534876-1.01.1-AqT4EuZWKN1sBNPTmiqVnjaGjJs de la investigación de la investigación de la investigación de la investigación de la investigación de la investigación de la investigación de la investigación de la investigación de la investigación de...,WEB www.maannews.net,,,,ciencia forense,,,,mensajes,2025-11-08T11:30:17,2025-11-08T11:30:17
